filepath,label
data/raw/face130k/fake/SDXL/SDXL_image_0021676.jpg,1
data/raw/face130k/real/04209.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0017367.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0018967.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0045001.jpg,1
data/raw/face130k/real/53842.jpg,0
data/raw/face130k/real/69991.jpg,0
data/raw/face130k/real/48254.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0053025.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0003525.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0033000.jpg,1
data/raw/face130k/real/32207.jpg,0
data/raw/face130k/real/00749.jpg,0
data/raw/face130k/real/27568.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0016897.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0013401.jpg,1
data/raw/face130k/real/10172.jpg,0
data/raw/face130k/real/13675.jpg,0
data/raw/face130k/real/61060.jpg,0
data/raw/face130k/real/41462.jpg,0
data/raw/face130k/real/67727.jpg,0
data/raw/face130k/real/44718.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0011899.jpg,1
data/raw/face130k/real/12935.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0026999.jpg,1
data/raw/face130k/real/18715.jpg,0
data/raw/face130k/real/49175.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0042558.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0028888.jpg,1
data/raw/face130k/real/00151.jpg,0
data/raw/face130k/real/45756.jpg,0
data/raw/face130k/real/42561.jpg,0
data/raw/face130k/real/20474.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0049189.jpg,1
data/raw/face130k/real/68650.jpg,0
data/raw/face130k/real/04410.jpg,0
data/raw/face130k/real/03076.jpg,0
data/raw/face130k/fake/FLUX_PRO/FLUX1_pro_image_0002230.jpg,1
data/raw/face130k/real/23406.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0046114.jpg,1
data/raw/face130k/real/39481.jpg,0
data/raw/face130k/fake/FLUX_DEV/FLUX1_dev_image_0000431.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0010296.jpg,1
data/raw/face130k/real/05507.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0024111.jpg,1
data/raw/face130k/real/44662.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0027980.jpg,1
data/raw/face130k/real/13134.jpg,0
data/raw/face130k/real/68554.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0038600.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0040029.jpg,1
data/raw/face130k/real/48298.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0030371.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0006748.jpg,1
data/raw/face130k/real/44105.jpg,0
data/raw/face130k/real/11541.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0034403.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0043921.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0043411.jpg,1
data/raw/face130k/real/54231.jpg,0
data/raw/face130k/real/33415.jpg,0
data/raw/face130k/real/65897.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0050837.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0011692.jpg,1
data/raw/face130k/real/37980.jpg,0
data/raw/face130k/real/41068.jpg,0
data/raw/face130k/real/45677.jpg,0
data/raw/face130k/real/42692.jpg,0
data/raw/face130k/real/68054.jpg,0
data/raw/face130k/real/20652.jpg,0
data/raw/face130k/real/30732.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0045371.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0041492.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0048671.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0049548.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0037369.jpg,1
data/raw/face130k/real/43232.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0025564.jpg,1
data/raw/face130k/real/11868.jpg,0
data/raw/face130k/real/46634.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0026599.jpg,1
data/raw/face130k/real/17309.jpg,0
data/raw/face130k/real/01732.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0034247.jpg,1
data/raw/face130k/real/51915.jpg,0
data/raw/face130k/real/28875.jpg,0
data/raw/face130k/fake/FLUX_PRO/FLUX1_pro_image_0000339.jpg,1
data/raw/face130k/real/37426.jpg,0
data/raw/face130k/real/16207.jpg,0
data/raw/face130k/real/24425.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0017835.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0038102.jpg,1
data/raw/face130k/real/50356.jpg,0
data/raw/face130k/real/34398.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0043389.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0023846.jpg,1
data/raw/face130k/real/12667.jpg,0
data/raw/face130k/real/37932.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0046412.jpg,1
data/raw/face130k/real/58734.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0002122.jpg,1
data/raw/face130k/real/44711.jpg,0
data/raw/face130k/real/19460.jpg,0
data/raw/face130k/real/27113.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0035271.jpg,1
data/raw/face130k/real/19735.jpg,0
data/raw/face130k/real/56297.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0018632.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0007504.jpg,1
data/raw/face130k/real/35674.jpg,0
data/raw/face130k/real/10351.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0033560.jpg,1
data/raw/face130k/fake/FLUX_DEV/FLUX1_dev_image_0000777.jpg,1
data/raw/face130k/real/11709.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0013974.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0039424.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0031879.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0049728.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0027878.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0007588.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0048928.jpg,1
data/raw/face130k/real/12474.jpg,0
data/raw/face130k/fake/FLUX_DEV/FLUX1_dev_image_0006961.jpg,1
data/raw/face130k/real/27619.jpg,0
data/raw/face130k/real/47667.jpg,0
data/raw/face130k/real/58895.jpg,0
data/raw/face130k/real/23597.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0024721.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0029509.jpg,1
data/raw/face130k/real/28496.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0027933.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0025661.jpg,1
data/raw/face130k/real/10159.jpg,0
data/raw/face130k/fake/FLUX_PRO/FLUX1_pro_image_0002614.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0051560.jpg,1
data/raw/face130k/real/59700.jpg,0
data/raw/face130k/real/19490.jpg,0
data/raw/face130k/real/56649.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0011667.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0024441.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0031743.jpg,1
data/raw/face130k/real/37075.jpg,0
data/raw/face130k/real/61830.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0007425.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0043489.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0052148.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0037459.jpg,1
data/raw/face130k/real/57051.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0012090.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0034507.jpg,1
data/raw/face130k/fake/FLUX_DEV/FLUX1_dev_image_0004987.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0009291.jpg,1
data/raw/face130k/fake/FLUX_DEV/FLUX1_dev_image_0006562.jpg,1
data/raw/face130k/real/29133.jpg,0
data/raw/face130k/fake/FLUX_DEV/FLUX1_dev_image_0000927.jpg,1
data/raw/face130k/real/29926.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0050067.jpg,1
data/raw/face130k/real/36326.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0029962.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0017975.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0040232.jpg,1
data/raw/face130k/real/16418.jpg,0
data/raw/face130k/fake/FLUX_PRO/FLUX1_pro_image_0001690.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0033482.jpg,1
data/raw/face130k/fake/FLUX_DEV/FLUX1_dev_image_0003365.jpg,1
data/raw/face130k/real/35326.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0001582.jpg,1
data/raw/face130k/fake/FLUX_DEV/FLUX1_dev_image_0005868.jpg,1
data/raw/face130k/real/62648.jpg,0
data/raw/face130k/real/49611.jpg,0
data/raw/face130k/real/08868.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0034407.jpg,1
data/raw/face130k/real/07879.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0031327.jpg,1
data/raw/face130k/real/07583.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0036930.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0037692.jpg,1
data/raw/face130k/real/57483.jpg,0
data/raw/face130k/real/64283.jpg,0
data/raw/face130k/fake/FLUX_PRO/FLUX1_pro_image_0001637.jpg,1
data/raw/face130k/real/69911.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0002958.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0033696.jpg,1
data/raw/face130k/fake/FLUX_DEV/FLUX1_dev_image_0007197.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0022232.jpg,1
data/raw/face130k/real/20289.jpg,0
data/raw/face130k/real/57317.jpg,0
data/raw/face130k/real/49599.jpg,0
data/raw/face130k/real/27771.jpg,0
data/raw/face130k/real/49463.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0022772.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0050388.jpg,1
data/raw/face130k/real/51335.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0048346.jpg,1
data/raw/face130k/real/64628.jpg,0
data/raw/face130k/real/05327.jpg,0
data/raw/face130k/real/06037.jpg,0
data/raw/face130k/real/47637.jpg,0
data/raw/face130k/real/05811.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0041615.jpg,1
data/raw/face130k/fake/FLUX_PRO/FLUX1_pro_image_0002629.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0040806.jpg,1
data/raw/face130k/real/01803.jpg,0
data/raw/face130k/real/29671.jpg,0
data/raw/face130k/real/39609.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0049430.jpg,1
data/raw/face130k/real/06468.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0044145.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0047030.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0013334.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0000901.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0018530.jpg,1
data/raw/face130k/real/21544.jpg,0
data/raw/face130k/fake/FLUX_DEV/FLUX1_dev_image_0005239.jpg,1
data/raw/face130k/real/09606.jpg,0
data/raw/face130k/real/47157.jpg,0
data/raw/face130k/real/11614.jpg,0
data/raw/face130k/real/10162.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0045315.jpg,1
data/raw/face130k/real/69039.jpg,0
data/raw/face130k/real/35896.jpg,0
data/raw/face130k/real/68056.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0046707.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0020910.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0023510.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0006901.jpg,1
data/raw/face130k/real/40804.jpg,0
data/raw/face130k/fake/FLUX_DEV/FLUX1_dev_image_0005477.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0008731.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0016734.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0036143.jpg,1
data/raw/face130k/real/14132.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0034794.jpg,1
data/raw/face130k/real/43145.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0039682.jpg,1
data/raw/face130k/real/65067.jpg,0
data/raw/face130k/real/28984.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0014603.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0042164.jpg,1
data/raw/face130k/real/19409.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0010579.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0045133.jpg,1
data/raw/face130k/real/09451.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0007922.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0014695.jpg,1
data/raw/face130k/fake/FLUX_DEV/FLUX1_dev_image_0001169.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0007619.jpg,1
data/raw/face130k/real/41284.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0003268.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0011424.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0002836.jpg,1
data/raw/face130k/real/57652.jpg,0
data/raw/face130k/real/12983.jpg,0
data/raw/face130k/real/40928.jpg,0
data/raw/face130k/real/17390.jpg,0
data/raw/face130k/real/20992.jpg,0
data/raw/face130k/fake/FLUX_PRO/FLUX1_pro_image_0000117.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0037117.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0025612.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0002737.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0016097.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0031639.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0021046.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0050964.jpg,1
data/raw/face130k/real/08555.jpg,0
data/raw/face130k/real/34889.jpg,0
data/raw/face130k/real/48802.jpg,0
data/raw/face130k/real/31599.jpg,0
data/raw/face130k/fake/FLUX_DEV/FLUX1_dev_image_0002255.jpg,1
data/raw/face130k/real/13321.jpg,0
data/raw/face130k/real/53914.jpg,0
data/raw/face130k/real/19696.jpg,0
data/raw/face130k/real/60472.jpg,0
data/raw/face130k/real/20351.jpg,0
data/raw/face130k/real/52618.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0046562.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0014973.jpg,1
data/raw/face130k/real/47582.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0039233.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0037561.jpg,1
data/raw/face130k/real/19453.jpg,0
data/raw/face130k/real/09210.jpg,0
data/raw/face130k/real/14801.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0030436.jpg,1
data/raw/face130k/real/07142.jpg,0
data/raw/face130k/fake/FLUX_PRO/FLUX1_pro_image_0000783.jpg,1
data/raw/face130k/real/55291.jpg,0
data/raw/face130k/fake/FLUX_DEV/FLUX1_dev_image_0003169.jpg,1
data/raw/face130k/real/32162.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0040703.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0011789.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0031800.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0050175.jpg,1
data/raw/face130k/fake/FLUX_DEV/FLUX1_dev_image_0003198.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0011150.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0047929.jpg,1
data/raw/face130k/real/14202.jpg,0
data/raw/face130k/real/21857.jpg,0
data/raw/face130k/real/26712.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0010575.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0039911.jpg,1
data/raw/face130k/real/65122.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0048865.jpg,1
data/raw/face130k/real/40619.jpg,0
data/raw/face130k/real/27051.jpg,0
data/raw/face130k/real/53233.jpg,0
data/raw/face130k/real/63224.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0007186.jpg,1
data/raw/face130k/real/41091.jpg,0
data/raw/face130k/real/09553.jpg,0
data/raw/face130k/real/58640.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0009044.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0017332.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0018483.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0023570.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0040820.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0020932.jpg,1
data/raw/face130k/real/20077.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0006993.jpg,1
data/raw/face130k/real/61334.jpg,0
data/raw/face130k/real/06242.jpg,0
data/raw/face130k/real/38466.jpg,0
data/raw/face130k/real/39835.jpg,0
data/raw/face130k/real/08161.jpg,0
data/raw/face130k/real/46548.jpg,0
data/raw/face130k/real/63371.jpg,0
data/raw/face130k/fake/FLUX_DEV/FLUX1_dev_image_0002857.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0048184.jpg,1
data/raw/face130k/real/39369.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0024868.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0033897.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0009540.jpg,1
data/raw/face130k/real/07269.jpg,0
data/raw/face130k/real/04323.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0009052.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0010176.jpg,1
data/raw/face130k/real/18485.jpg,0
data/raw/face130k/fake/FLUX_PRO/FLUX1_pro_image_0001430.jpg,1
data/raw/face130k/real/55361.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0032916.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0026164.jpg,1
data/raw/face130k/real/13735.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0010987.jpg,1
data/raw/face130k/real/24854.jpg,0
data/raw/face130k/real/47372.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0008249.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0032377.jpg,1
data/raw/face130k/real/41676.jpg,0
data/raw/face130k/real/46681.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0009626.jpg,1
data/raw/face130k/real/68844.jpg,0
data/raw/face130k/real/16011.jpg,0
data/raw/face130k/real/25226.jpg,0
data/raw/face130k/real/13592.jpg,0
data/raw/face130k/fake/FLUX_PRO/FLUX1_pro_image_0002870.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0020878.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0026812.jpg,1
data/raw/face130k/real/09836.jpg,0
data/raw/face130k/real/67598.jpg,0
data/raw/face130k/fake/FLUX_DEV/FLUX1_dev_image_0002236.jpg,1
data/raw/face130k/real/27072.jpg,0
data/raw/face130k/real/47791.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0044797.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0018379.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0017293.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0031897.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0022382.jpg,1
data/raw/face130k/real/68350.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0028752.jpg,1
data/raw/face130k/fake/FLUX_DEV/FLUX1_dev_image_0002035.jpg,1
data/raw/face130k/real/15755.jpg,0
data/raw/face130k/fake/FLUX_DEV/FLUX1_dev_image_0002218.jpg,1
data/raw/face130k/real/44361.jpg,0
data/raw/face130k/real/07075.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0001488.jpg,1
data/raw/face130k/real/63273.jpg,0
data/raw/face130k/real/20646.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0034912.jpg,1
data/raw/face130k/fake/FLUX_PRO/FLUX1_pro_image_0000276.jpg,1
data/raw/face130k/real/19890.jpg,0
data/raw/face130k/real/66296.jpg,0
data/raw/face130k/real/68708.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0050286.jpg,1
data/raw/face130k/real/38035.jpg,0
data/raw/face130k/real/13289.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0006653.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0042831.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0005968.jpg,1
data/raw/face130k/real/41308.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0028686.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0046579.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0040825.jpg,1
data/raw/face130k/fake/FLUX_PRO/FLUX1_pro_image_0000567.jpg,1
data/raw/face130k/real/69009.jpg,0
data/raw/face130k/real/55955.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0000538.jpg,1
data/raw/face130k/fake/FLUX_DEV/FLUX1_dev_image_0004202.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0003170.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0002607.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0044991.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0007996.jpg,1
data/raw/face130k/real/00852.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0013991.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0002519.jpg,1
data/raw/face130k/real/25379.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0017350.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0027332.jpg,1
data/raw/face130k/real/04489.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0049920.jpg,1
data/raw/face130k/real/28249.jpg,0
data/raw/face130k/fake/FLUX_DEV/FLUX1_dev_image_0006743.jpg,1
data/raw/face130k/fake/FLUX_PRO/FLUX1_pro_image_0001887.jpg,1
data/raw/face130k/fake/FLUX_DEV/FLUX1_dev_image_0004793.jpg,1
data/raw/face130k/real/03566.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0033189.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0035206.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0013468.jpg,1
data/raw/face130k/real/27156.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0000158.jpg,1
data/raw/face130k/real/66761.jpg,0
data/raw/face130k/real/02946.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0051031.jpg,1
data/raw/face130k/real/44830.jpg,0
data/raw/face130k/fake/FLUX_DEV/FLUX1_dev_image_0000079.jpg,1
data/raw/face130k/real/67992.jpg,0
data/raw/face130k/real/66232.jpg,0
data/raw/face130k/fake/FLUX_PRO/FLUX1_pro_image_0000848.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0051826.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0044610.jpg,1
data/raw/face130k/fake/SDXL/SDXL_image_0009243.jpg,1
data/raw/face130k/real/59540.jpg,0
data/raw/face130k/real/29226.jpg,0
data/raw/face130k/real/35485.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0042833.jpg,1
data/raw/face130k/real/19684.jpg,0
data/raw/face130k/real/21103.jpg,0
data/raw/face130k/real/05027.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0040293.jpg,1
data/raw/face130k/real/50628.jpg,0
data/raw/face130k/real/59562.jpg,0
data/raw/face130k/real/45509.jpg,0
data/raw/face130k/real/03171.jpg,0
data/raw/face130k/real/02089.jpg,0
data/raw/face130k/real/51538.jpg,0
data/raw/face130k/fake/SDXL/SDXL_image_0032565.jpg,1
